,cumulative_returns,number_of_trades,mean_return,median_return,max_return,vix_triggered,inc_incremented,dec_targeted,number_of_incremented
444,83581.68,2200,0.38,0.38,0.53,44,9,0.69,3
445,83889.48,2209,0.38,0.38,0.53,44,9,0.69,4
446,84196.75,2218,0.38,0.38,0.53,44,9,0.69,5
447,84509.98,2229,0.38,0.38,0.53,44,9,0.75,3
448,84822.04,2240,0.38,0.38,0.53,44,9,0.75,4
449,85135.54,2251,0.38,0.38,0.53,44,9,0.75,5
450,85494.24,2258,0.38,0.38,0.53,43,5,0.5,3
451,85851.99,2265,0.38,0.38,0.53,43,5,0.5,4
452,86207.99,2272,0.38,0.38,0.53,43,5,0.5,5
453,86576.07,2280,0.38,0.38,0.53,43,5,0.56,3
454,86945.43,2288,0.38,0.38,0.53,43,5,0.56,4
455,87313.81,2296,0.38,0.38,0.53,43,5,0.56,5
456,87624.02,2304,0.38,0.38,0.53,43,5,0.62,3
457,87935.93,2312,0.38,0.38,0.53,43,5,0.62,4
458,88247.16,2320,0.38,0.38,0.53,43,5,0.62,5
459,88554.29,2329,0.38,0.38,0.53,43,5,0.69,3
460,88864.9,2338,0.38,0.38,0.53,43,5,0.69,4
461,89206.09,2348,0.38,0.38,0.53,43,5,0.69,5
462,89569.79,2361,0.38,0.38,0.53,43,5,0.75,3
463,89959.3,2375,0.38,0.38,0.53,43,5,0.75,4
464,90346.96,2389,0.38,0.38,0.53,43,5,0.75,5
465,90706.18,2396,0.38,0.38,0.53,43,6,0.5,3
466,91067.12,2403,0.38,0.38,0.53,43,6,0.5,4
467,91426.24,2410,0.38,0.38,0.53,43,6,0.5,5
468,91794.89,2418,0.38,0.38,0.53,43,6,0.56,3
469,92163.72,2426,0.38,0.38,0.53,43,6,0.56,4
470,92531.48,2434,0.38,0.38,0.53,43,6,0.56,5
471,92842.33,2442,0.38,0.38,0.53,43,6,0.62,3
472,93153.63,2450,0.38,0.38,0.53,43,6,0.62,4
473,93464.15,2458,0.38,0.38,0.53,43,6,0.62,5
474,93771.25,2467,0.38,0.38,0.53,43,6,0.69,3
475,94081.21,2476,0.38,0.38,0.53,43,6,0.69,4
476,94421.07,2486,0.38,0.38,0.53,43,6,0.69,5
477,94785.24,2499,0.38,0.38,0.53,43,6,0.75,3
478,95151.73,2512,0.38,0.38,0.53,43,6,0.75,4
479,95516.25,2525,0.38,0.38,0.53,43,6,0.75,5
480,95874.79,2532,0.38,0.38,0.53,43,7,0.5,3
481,96234.88,2539,0.38,0.38,0.53,43,7,0.5,4
482,96594.16,2546,0.38,0.38,0.53,43,7,0.5,5
483,96961.55,2554,0.38,0.38,0.53,43,7,0.56,3
484,97328.87,2562,0.38,0.38,0.53,43,7,0.56,4
485,97697.02,2570,0.38,0.38,0.53,43,7,0.56,5
486,98008.97,2578,0.38,0.38,0.53,43,7,0.62,3
487,98320.1,2586,0.38,0.38,0.53,43,7,0.62,4
488,98633.17,2594,0.38,0.38,0.53,43,7,0.62,5
489,98943.82,2603,0.38,0.38,0.53,43,7,0.69,3
490,99285.03,2613,0.38,0.38,0.53,43,7,0.69,4
491,99625.71,2623,0.38,0.38,0.53,43,7,0.69,5
492,99990.06,2636,0.38,0.38,0.53,43,7,0.75,3
493,100354.51,2649,0.38,0.38,0.53,43,7,0.75,4
494,100720.41,2662,0.38,0.38,0.53,43,7,0.75,5
495,101078.95,2669,0.38,0.38,0.53,43,8,0.5,3
496,101439.04,2676,0.38,0.38,0.53,43,8,0.5,4
497,101798.31,2683,0.38,0.38,0.53,43,8,0.5,5
498,102165.71,2691,0.38,0.38,0.53,43,8,0.56,3
499,102533.03,2699,0.38,0.38,0.53,43,8,0.56,4
500,102901.18,2707,0.38,0.38,0.53,43,8,0.56,5
501,103213.13,2715,0.38,0.38,0.53,43,8,0.62,3
502,103524.25,2723,0.38,0.38,0.53,43,8,0.62,4
503,103837.32,2731,0.38,0.38,0.53,43,8,0.62,5
504,104147.97,2740,0.38,0.38,0.53,43,8,0.69,3
505,104488.75,2750,0.38,0.38,0.53,43,8,0.69,4
506,104828.99,2760,0.38,0.38,0.53,43,8,0.69,5
507,105192.86,2773,0.38,0.38,0.53,43,8,0.75,3
508,105557.32,2786,0.38,0.38,0.53,43,8,0.75,4
509,105923.21,2799,0.38,0.38,0.53,43,8,0.75,5
510,106281.75,2806,0.38,0.38,0.53,43,9,0.5,3
511,106641.84,2813,0.38,0.38,0.53,43,9,0.5,4
512,107001.12,2820,0.38,0.38,0.53,43,9,0.5,5
513,107368.51,2828,0.38,0.38,0.53,43,9,0.56,3
514,107735.83,2836,0.38,0.38,0.53,43,9,0.56,4
515,108103.98,2844,0.38,0.38,0.53,43,9,0.56,5
516,108415.93,2852,0.38,0.38,0.53,43,9,0.62,3
517,108727.06,2860,0.38,0.38,0.53,43,9,0.62,4
518,109040.13,2868,0.38,0.38,0.53,43,9,0.62,5
519,109350.78,2877,0.38,0.38,0.53,43,9,0.69,3
520,109691.55,2887,0.38,0.38,0.53,43,9,0.69,4
521,110031.79,2897,0.38,0.38,0.53,43,9,0.69,5
522,110395.67,2910,0.38,0.38,0.53,43,9,0.75,3
523,110760.12,2923,0.38,0.38,0.53,43,9,0.75,4
524,111126.01,2936,0.38,0.38,0.53,43,9,0.75,5
525,111484.71,2943,0.38,0.38,0.53,42,5,0.5,3
526,111842.46,2950,0.38,0.38,0.53,42,5,0.5,4
527,112198.47,2957,0.38,0.38,0.53,42,5,0.5,5
528,112566.55,2965,0.38,0.38,0.53,42,5,0.56,3
529,112935.91,2973,0.38,0.38,0.53,42,5,0.56,4
530,113304.28,2981,0.38,0.38,0.53,42,5,0.56,5
531,113655.11,2990,0.38,0.38,0.53,42,5,0.62,3
532,114007.64,2999,0.38,0.38,0.53,42,5,0.62,4
533,114359.5,3008,0.38,0.38,0.53,42,5,0.62,5
534,114697.32,3018,0.38,0.38,0.53,42,5,0.69,3
535,115038.64,3028,0.38,0.38,0.53,42,5,0.69,4
536,115410.53,3039,0.38,0.38,0.53,42,5,0.69,5
537,115830.49,3054,0.38,0.38,0.53,42,5,0.75,3
538,116276.28,3070,0.38,0.38,0.53,42,5,0.75,4
539,116720.22,3086,0.38,0.38,0.53,42,5,0.75,5
540,117079.44,3093,0.38,0.38,0.53,42,6,0.5,3
541,117440.38,3100,0.38,0.38,0.53,42,6,0.5,4
542,117799.5,3107,0.38,0.38,0.53,42,6,0.5,5
543,118168.15,3115,0.38,0.38,0.53,42,6,0.56,3
544,118536.98,3123,0.38,0.38,0.53,42,6,0.56,4
545,118904.74,3131,0.38,0.38,0.53,42,6,0.56,5
546,119256.21,3140,0.38,0.38,0.53,42,6,0.62,3
547,119608.13,3149,0.38,0.38,0.53,42,6,0.62,4
548,119959.26,3158,0.38,0.38,0.53,42,6,0.62,5
549,120297.07,3168,0.38,0.38,0.53,42,6,0.69,3
550,120637.73,3178,0.38,0.38,0.53,42,6,0.69,4
551,121008.29,3189,0.38,0.38,0.53,42,6,0.69,5
552,121428.73,3204,0.38,0.38,0.53,42,6,0.75,3
553,121851.5,3219,0.38,0.38,0.53,42,6,0.75,4
554,122272.29,3234,0.38,0.38,0.53,42,6,0.75,5
555,122630.83,3241,0.38,0.38,0.53,42,7,0.5,3
556,122990.92,3248,0.38,0.38,0.53,42,7,0.5,4
557,123350.2,3255,0.38,0.38,0.53,42,7,0.5,5
558,123717.6,3263,0.38,0.38,0.53,42,7,0.56,3
559,124084.92,3271,0.38,0.38,0.53,42,7,0.56,4
560,124453.06,3279,0.38,0.38,0.53,42,7,0.56,5
561,124805.63,3288,0.38,0.38,0.53,42,7,0.62,3
562,125157.38,3297,0.38,0.38,0.53,42,7,0.62,4
563,125511.07,3306,0.38,0.38,0.53,42,7,0.62,5
564,125852.42,3316,0.38,0.38,0.53,42,7,0.69,3
565,126224.33,3327,0.38,0.38,0.53,42,7,0.69,4
566,126595.72,3338,0.38,0.38,0.53,42,7,0.69,5
567,127016.34,3353,0.38,0.38,0.53,42,7,0.75,3
568,127437.07,3368,0.38,0.38,0.53,42,7,0.75,4
569,127859.24,3383,0.38,0.38,0.53,42,7,0.75,5
570,128217.77,3390,0.38,0.38,0.53,42,8,0.5,3
571,128577.86,3397,0.38,0.38,0.53,42,8,0.5,4
572,128937.14,3404,0.38,0.38,0.53,42,8,0.5,5
573,129304.54,3412,0.38,0.38,0.53,42,8,0.56,3
574,129671.86,3420,0.38,0.38,0.53,42,8,0.56,4
575,130040.01,3428,0.38,0.38,0.53,42,8,0.56,5
576,130392.57,3437,0.38,0.38,0.53,42,8,0.62,3
577,130744.32,3446,0.38,0.38,0.53,42,8,0.62,4
578,131098.01,3455,0.38,0.38,0.53,42,8,0.62,5
579,131439.36,3465,0.38,0.38,0.53,42,8,0.69,3
580,131810.83,3476,0.38,0.38,0.53,42,8,0.69,4
581,132181.78,3487,0.38,0.38,0.53,42,8,0.69,5
582,132601.93,3502,0.38,0.38,0.53,42,8,0.75,3
583,133022.66,3517,0.38,0.38,0.53,42,8,0.75,4
584,133444.82,3532,0.38,0.38,0.53,42,8,0.75,5
585,133803.36,3539,0.38,0.38,0.53,42,9,0.5,3
586,134163.45,3546,0.38,0.38,0.53,42,9,0.5,4
587,134522.73,3553,0.38,0.38,0.53,42,9,0.5,5
588,134890.13,3561,0.38,0.38,0.53,42,9,0.56,3
589,135257.45,3569,0.38,0.38,0.53,42,9,0.56,4
590,135625.59,3577,0.38,0.38,0.53,42,9,0.56,5
591,135978.16,3586,0.38,0.38,0.53,42,9,0.62,3
592,136329.91,3595,0.38,0.38,0.53,42,9,0.62,4
593,136683.6,3604,0.38,0.38,0.53,42,9,0.62,5
594,137024.95,3614,0.38,0.38,0.53,42,9,0.69,3
595,137396.42,3625,0.38,0.38,0.53,42,9,0.69,4
596,137767.37,3636,0.38,0.38,0.53,42,9,0.69,5
597,138187.51,3651,0.38,0.38,0.53,42,9,0.75,3
598,138608.24,3666,0.38,0.38,0.53,42,9,0.75,4
599,139030.41,3681,0.38,0.38,0.53,42,9,0.75,5
600,139385.95,3688,0.38,0.38,0.53,41,5,0.5,3
601,139742.76,3695,0.38,0.38,0.53,41,5,0.5,4
602,140102.03,3702,0.38,0.38,0.55,41,5,0.5,5
603,140421.42,3709,0.38,0.38,0.55,41,5,0.56,3
604,140741.68,3716,0.38,0.38,0.55,41,5,0.56,4
605,141062.32,3723,0.38,0.38,0.55,41,5,0.56,5
606,141333.21,3730,0.38,0.38,0.55,41,5,0.62,3
607,141608.09,3737,0.38,0.38,0.55,41,5,0.62,4
608,141918.83,3745,0.38,0.38,0.55,41,5,0.62,5
609,142214.57,3754,0.38,0.38,0.55,41,5,0.69,3
610,142548.36,3764,0.38,0.38,0.55,41,5,0.69,4
611,142907.95,3775,0.38,0.38,0.55,41,5,0.69,5
612,143291.46,3789,0.38,0.38,0.55,41,5,0.75,3
613,143706.24,3804,0.38,0.38,0.55,41,5,0.75,4
614,144116.35,3819,0.38,0.38,0.55,41,5,0.75,5
615,144472.51,3826,0.38,0.38,0.55,41,6,0.5,3
616,144830.16,3833,0.38,0.38,0.55,41,6,0.5,4
617,145187.82,3840,0.38,0.38,0.55,41,6,0.5,5
618,145509.12,3847,0.38,0.38,0.55,41,6,0.56,3
619,145832.8,3854,0.38,0.38,0.55,41,6,0.56,4
620,146153.35,3861,0.38,0.38,0.55,41,6,0.56,5
621,146429.11,3868,0.38,0.38,0.55,41,6,0.62,3
622,146742.86,3876,0.38,0.38,0.55,41,6,0.62,4
623,147052.86,3884,0.38,0.38,0.55,41,6,0.62,5
624,147385.29,3894,0.38,0.38,0.55,41,6,0.69,3
625,147715.04,3904,0.38,0.38,0.55,41,6,0.69,4
626,148074.65,3915,0.38,0.38,0.55,41,6,0.69,5
627,148489.64,3930,0.38,0.38,0.55,41,6,0.75,3
628,148900.53,3945,0.38,0.38,0.55,41,6,0.75,4
629,149312.18,3960,0.38,0.38,0.55,41,6,0.75,5
630,149667.66,3967,0.38,0.38,0.55,41,7,0.5,3
631,150024.46,3974,0.38,0.38,0.55,41,7,0.5,4
632,150382.28,3981,0.38,0.38,0.55,41,7,0.5,5
633,150702.32,3988,0.38,0.38,0.55,41,7,0.56,3
634,151024.49,3995,0.38,0.38,0.55,41,7,0.56,4
635,151345.43,4002,0.38,0.38,0.55,41,7,0.56,5
636,151622.29,4009,0.38,0.38,0.55,41,7,0.62,3
637,151935.86,4017,0.38,0.38,0.55,41,7,0.62,4
638,152248.42,4025,0.38,0.38,0.55,41,7,0.62,5
639,152584.39,4035,0.38,0.38,0.55,41,7,0.69,3
640,152945.4,4046,0.38,0.38,0.55,41,7,0.69,4
641,153305.83,4057,0.38,0.38,0.55,41,7,0.69,5
642,153721.0,4072,0.38,0.38,0.55,41,7,0.75,3
643,154129.85,4087,0.38,0.38,0.55,41,7,0.75,4
644,154542.88,4102,0.38,0.38,0.55,41,7,0.75,5
645,154898.36,4109,0.38,0.38,0.55,41,8,0.5,3
646,155255.16,4116,0.38,0.38,0.55,41,8,0.5,4
647,155612.97,4123,0.38,0.38,0.55,41,8,0.5,5
648,155933.02,4130,0.38,0.38,0.55,41,8,0.56,3
649,156255.18,4137,0.38,0.38,0.55,41,8,0.56,4
650,156576.13,4144,0.38,0.38,0.55,41,8,0.56,5
651,156852.98,4151,0.38,0.38,0.55,41,8,0.62,3
652,157166.56,4159,0.38,0.38,0.55,41,8,0.62,4
653,157479.12,4167,0.38,0.38,0.55,41,8,0.62,5
654,157815.09,4177,0.38,0.38,0.55,41,8,0.69,3
655,158175.66,4188,0.38,0.38,0.55,41,8,0.69,4
656,158535.64,4199,0.38,0.38,0.55,41,8,0.69,5
657,158950.34,4214,0.38,0.38,0.55,41,8,0.75,3
658,159359.2,4229,0.38,0.38,0.55,41,8,0.75,4
659,159772.22,4244,0.38,0.38,0.55,41,8,0.75,5
660,160127.7,4251,0.38,0.38,0.55,41,9,0.5,3
661,160484.5,4258,0.38,0.38,0.55,41,9,0.5,4
662,160842.31,4265,0.38,0.38,0.55,41,9,0.5,5
663,161162.36,4272,0.38,0.38,0.55,41,9,0.56,3
664,161484.53,4279,0.38,0.38,0.55,41,9,0.56,4
665,161805.47,4286,0.38,0.38,0.55,41,9,0.56,5
666,162082.33,4293,0.38,0.38,0.55,41,9,0.62,3
667,162395.9,4301,0.38,0.38,0.55,41,9,0.62,4
668,162708.46,4309,0.38,0.38,0.55,41,9,0.62,5
669,163044.43,4319,0.38,0.38,0.55,41,9,0.69,3
670,163405.0,4330,0.38,0.38,0.55,41,9,0.69,4
671,163764.99,4341,0.38,0.38,0.55,41,9,0.69,5
672,164179.68,4356,0.38,0.38,0.55,41,9,0.75,3
673,164588.54,4371,0.38,0.38,0.55,41,9,0.75,4
674,165001.56,4386,0.38,0.38,0.55,41,9,0.75,5
675,165461.44,4395,0.38,0.38,0.55,40,5,0.5,3
676,165922.79,4404,0.38,0.38,0.55,40,5,0.5,4
677,166386.73,4413,0.38,0.38,0.55,40,5,0.5,5
678,166838.88,4423,0.38,0.38,0.55,40,5,0.56,3
679,167291.29,4433,0.38,0.38,0.55,40,5,0.56,4
680,167744.22,4443,0.38,0.38,0.55,40,5,0.56,5
681,168175.79,4454,0.38,0.38,0.55,40,5,0.62,3
682,168605.06,4465,0.38,0.38,0.55,40,5,0.62,4
683,169071.51,4477,0.38,0.38,0.55,40,5,0.62,5
684,169506.87,4490,0.38,0.38,0.55,40,5,0.69,3
685,169975.88,4504,0.38,0.38,0.55,40,5,0.69,4
686,170475.51,4519,0.38,0.38,0.55,40,5,0.69,5
687,170962.3,4537,0.38,0.38,0.55,40,5,0.75,3
688,171480.65,4556,0.38,0.38,0.55,40,5,0.75,4
689,171994.49,4575,0.38,0.38,0.55,40,5,0.75,5
690,172454.89,4584,0.38,0.38,0.55,40,6,0.5,3
691,172916.59,4593,0.38,0.38,0.55,40,6,0.5,4
692,173380.81,4602,0.38,0.38,0.55,40,6,0.5,5
693,173833.52,4612,0.38,0.38,0.55,40,6,0.56,3
694,174286.34,4622,0.38,0.38,0.55,40,6,0.56,4
695,174739.59,4632,0.38,0.38,0.55,40,6,0.56,5
696,175171.79,4643,0.38,0.38,0.55,40,6,0.62,3
697,175601.52,4654,0.38,0.38,0.55,40,6,0.62,4
698,176068.32,4666,0.38,0.38,0.55,40,6,0.62,5
699,176503.67,4679,0.38,0.38,0.55,40,6,0.69,3
700,176973.17,4693,0.38,0.38,0.55,40,6,0.69,4
701,177472.63,4708,0.38,0.38,0.55,40,6,0.69,5
702,177959.88,4726,0.38,0.38,0.55,40,6,0.75,3
703,178479.67,4745,0.38,0.38,0.55,40,6,0.75,4
704,178994.83,4764,0.38,0.38,0.55,40,6,0.75,5
705,179454.74,4773,0.38,0.38,0.55,40,7,0.5,3
706,179916.13,4782,0.38,0.38,0.55,40,7,0.5,4
707,180378.62,4791,0.38,0.38,0.55,40,7,0.5,5
708,180830.69,4801,0.38,0.38,0.55,40,7,0.56,3
709,181285.09,4811,0.38,0.38,0.55,40,7,0.56,4
710,181738.34,4821,0.38,0.38,0.55,40,7,0.56,5
711,182169.45,4832,0.38,0.38,0.55,40,7,0.62,3
712,182638.67,4844,0.38,0.38,0.55,40,7,0.62,4
713,183112.14,4856,0.38,0.38,0.55,40,7,0.62,5
714,183583.17,4870,0.38,0.38,0.55,40,7,0.69,3
715,184084.13,4885,0.38,0.38,0.55,40,7,0.69,4
716,184585.98,4900,0.38,0.38,0.55,40,7,0.69,5
717,185102.67,4919,0.38,0.38,0.55,40,7,0.75,3
718,185615.16,4938,0.38,0.38,0.55,40,7,0.75,4
719,186131.95,4957,0.38,0.38,0.55,40,7,0.75,5
720,186591.86,4966,0.38,0.38,0.55,40,8,0.5,3
721,187053.25,4975,0.38,0.38,0.55,40,8,0.5,4
722,187515.74,4984,0.38,0.38,0.55,40,8,0.5,5
723,187967.81,4994,0.38,0.38,0.55,40,8,0.56,3
724,188422.21,5004,0.38,0.38,0.55,40,8,0.56,4
725,188875.46,5014,0.38,0.38,0.55,40,8,0.56,5
726,189306.57,5025,0.38,0.38,0.55,40,8,0.62,3
727,189775.79,5037,0.38,0.38,0.55,40,8,0.62,4
728,190249.26,5049,0.38,0.38,0.55,40,8,0.62,5
729,190720.29,5063,0.38,0.38,0.55,40,8,0.69,3
730,191220.81,5078,0.38,0.38,0.55,40,8,0.69,4
731,191722.66,5093,0.38,0.38,0.55,40,8,0.69,5
732,192239.35,5112,0.38,0.38,0.55,40,8,0.75,3
733,192751.84,5131,0.38,0.38,0.55,40,8,0.75,4
734,193268.64,5150,0.38,0.38,0.55,40,8,0.75,5
735,193728.54,5159,0.38,0.38,0.55,40,9,0.5,3
736,194189.93,5168,0.38,0.38,0.55,40,9,0.5,4
737,194652.43,5177,0.38,0.38,0.55,40,9,0.5,5
738,195104.49,5187,0.38,0.38,0.55,40,9,0.56,3
739,195558.89,5197,0.38,0.38,0.55,40,9,0.56,4
740,196012.14,5207,0.38,0.38,0.55,40,9,0.56,5
741,196443.25,5218,0.38,0.38,0.55,40,9,0.62,3
742,196912.47,5230,0.38,0.38,0.55,40,9,0.62,4
743,197385.94,5242,0.38,0.38,0.55,40,9,0.62,5
744,197856.97,5256,0.38,0.38,0.55,40,9,0.69,3
745,198357.49,5271,0.38,0.38,0.55,40,9,0.69,4
746,198859.34,5286,0.38,0.38,0.55,40,9,0.69,5
747,199376.03,5305,0.38,0.38,0.55,40,9,0.75,3
748,199888.52,5324,0.38,0.38,0.55,40,9,0.75,4
749,200405.32,5343,0.38,0.38,0.55,40,9,0.75,5
750,200866.59,5352,0.38,0.38,0.55,39,5,0.5,3
751,201330.16,5361,0.38,0.38,0.55,39,5,0.5,4
752,201795.68,5370,0.38,0.38,0.55,39,5,0.5,5
753,202245.27,5380,0.38,0.38,0.55,39,5,0.56,3
754,202695.25,5390,0.38,0.38,0.55,39,5,0.56,4
755,203145.82,5400,0.38,0.38,0.55,39,5,0.56,5
756,203577.3,5411,0.38,0.38,0.55,39,5,0.62,3
757,204044.49,5423,0.38,0.38,0.55,39,5,0.62,4
758,204548.9,5436,0.38,0.38,0.55,39,5,0.62,5
759,205015.97,5450,0.38,0.38,0.55,39,5,0.69,3
760,205516.84,5465,0.38,0.38,0.55,39,5,0.69,4
761,206016.8,5480,0.38,0.38,0.55,39,5,0.69,5
762,206501.19,5498,0.38,0.38,0.55,39,5,0.75,3
763,207017.44,5517,0.38,0.38,0.55,39,5,0.75,4
764,207529.13,5536,0.37,0.38,0.55,39,5,0.75,5
765,207991.17,5545,0.38,0.38,0.55,39,6,0.5,3
766,208455.35,5554,0.38,0.38,0.55,39,6,0.5,4
767,208921.39,5563,0.38,0.38,0.55,39,6,0.5,5
768,209371.83,5573,0.38,0.38,0.55,39,6,0.56,3
769,209822.5,5583,0.38,0.38,0.55,39,6,0.56,4
770,210273.65,5593,0.38,0.38,0.55,39,6,0.56,5
771,210706.1,5604,0.38,0.38,0.55,39,6,0.62,3
772,211174.06,5616,0.38,0.38,0.55,39,6,0.62,4
773,211679.15,5629,0.38,0.38,0.55,39,6,0.62,5
774,212146.55,5643,0.38,0.38,0.55,39,6,0.69,3
775,212648.26,5658,0.38,0.38,0.55,39,6,0.69,4
776,213147.59,5673,0.38,0.38,0.55,39,6,0.69,5
777,213604.26,5690,0.38,0.38,0.55,39,6,0.75,3
778,214121.43,5709,0.38,0.38,0.55,39,6,0.75,4
779,214634.83,5728,0.37,0.38,0.55,39,6,0.75,5
780,215093.83,5737,0.37,0.38,0.55,39,7,0.5,3
781,215554.8,5746,0.38,0.38,0.55,39,7,0.5,4
782,216018.64,5755,0.38,0.38,0.55,39,7,0.5,5
783,216465.33,5765,0.38,0.38,0.55,39,7,0.56,3
784,216911.99,5775,0.38,0.38,0.55,39,7,0.56,4
785,217405.62,5786,0.38,0.38,0.55,39,7,0.56,5
786,217881.25,5798,0.38,0.38,0.55,39,7,0.62,3
787,218353.25,5810,0.38,0.38,0.55,39,7,0.62,4
788,218865.11,5823,0.38,0.38,0.55,39,7,0.62,5
789,219336.11,5837,0.38,0.38,0.55,39,7,0.69,3
790,219836.67,5852,0.38,0.38,0.55,39,7,0.69,4
791,220335.33,5867,0.38,0.38,0.55,39,7,0.69,5
792,220818.29,5885,0.38,0.38,0.55,39,7,0.75,3
793,221333.59,5904,0.37,0.38,0.55,39,7,0.75,4
794,221847.75,5923,0.37,0.38,0.55,39,7,0.75,5
795,222306.98,5932,0.37,0.38,0.55,39,8,0.5,3
796,222767.78,5941,0.37,0.38,0.55,39,8,0.5,4
797,223229.74,5950,0.38,0.38,0.55,39,8,0.5,5
798,223677.09,5960,0.38,0.38,0.55,39,8,0.56,3
799,224126.89,5970,0.38,0.38,0.55,39,8,0.56,4
800,224620.14,5981,0.38,0.38,0.55,39,8,0.56,5
801,225093.61,5993,0.38,0.38,0.55,39,8,0.62,3
802,225605.3,6006,0.38,0.38,0.55,39,8,0.62,4
803,226121.31,6019,0.38,0.38,0.55,39,8,0.62,5
804,226624.5,6034,0.38,0.38,0.55,39,8,0.69,3
805,227127.15,6049,0.38,0.38,0.55,39,8,0.69,4
806,227628.63,6064,0.38,0.38,0.55,39,8,0.69,5
807,228142.77,6083,0.38,0.38,0.55,39,8,0.75,3
808,228652.84,6102,0.37,0.38,0.55,39,8,0.75,4
809,229167.29,6121,0.37,0.38,0.55,39,8,0.75,5
810,229626.52,6130,0.37,0.38,0.55,39,9,0.5,3
811,230087.33,6139,0.37,0.38,0.55,39,9,0.5,4
812,230549.28,6148,0.37,0.38,0.55,39,9,0.5,5
813,230996.64,6158,0.38,0.38,0.55,39,9,0.56,3
814,231446.43,6168,0.38,0.38,0.55,39,9,0.56,4
815,231939.68,6179,0.38,0.38,0.55,39,9,0.56,5
816,232413.15,6191,0.38,0.38,0.55,39,9,0.62,3
817,232924.85,6204,0.38,0.38,0.55,39,9,0.62,4
818,233440.85,6217,0.38,0.38,0.55,39,9,0.62,5
819,233944.05,6232,0.38,0.38,0.55,39,9,0.69,3
820,234446.69,6247,0.38,0.38,0.55,39,9,0.69,4
821,234948.18,6262,0.38,0.38,0.55,39,9,0.69,5
822,235462.31,6281,0.37,0.38,0.55,39,9,0.75,3
823,235972.38,6300,0.37,0.38,0.55,39,9,0.75,4
824,236486.84,6319,0.37,0.38,0.55,39,9,0.75,5
825,236996.8,6329,0.37,0.38,0.55,38,5,0.5,3
826,237509.06,6339,0.37,0.38,0.55,38,5,0.5,4
827,238023.27,6349,0.37,0.38,0.55,38,5,0.5,5
828,238514.91,6360,0.38,0.38,0.55,38,5,0.56,3
829,239006.94,6371,0.38,0.38,0.55,38,5,0.56,4
830,239499.55,6382,0.38,0.38,0.55,38,5,0.56,5
831,239967.38,6394,0.38,0.38,0.55,38,5,0.62,3
832,240470.9,6407,0.38,0.38,0.55,38,5,0.62,4
833,241011.66,6421,0.38,0.38,0.55,38,5,0.62,5
834,241509.38,6436,0.38,0.38,0.55,38,5,0.69,3
835,242040.89,6452,0.38,0.38,0.55,38,5,0.69,4
836,242571.51,6468,0.38,0.38,0.55,38,5,0.69,5
837,243062.49,6486,0.37,0.38,0.55,38,5,0.75,3
838,243585.33,6505,0.37,0.38,0.55,38,5,0.75,4
839,244103.6,6524,0.37,0.38,0.55,38,5,0.75,5
840,244614.67,6534,0.37,0.38,0.55,38,6,0.5,3
841,245127.87,6544,0.37,0.38,0.55,38,6,0.5,4
842,245642.94,6554,0.37,0.38,0.55,38,6,0.5,5
843,246135.8,6565,0.37,0.38,0.55,38,6,0.56,3
844,246628.89,6576,0.38,0.38,0.55,38,6,0.56,4
845,247122.47,6587,0.38,0.38,0.55,38,6,0.56,5
846,247590.95,6599,0.38,0.38,0.55,38,6,0.62,3
847,248094.93,6612,0.38,0.38,0.55,38,6,0.62,4
848,248636.05,6626,0.38,0.38,0.55,38,6,0.62,5
849,249134.57,6641,0.38,0.38,0.55,38,6,0.69,3
850,249667.39,6657,0.38,0.38,0.55,38,6,0.69,4
851,250197.84,6673,0.37,0.38,0.55,38,6,0.69,5
852,250661.56,6690,0.37,0.38,0.55,38,6,0.75,3
853,251185.79,6709,0.37,0.38,0.55,38,6,0.75,4
854,251706.24,6728,0.37,0.38,0.55,38,6,0.75,5
855,252218.51,6738,0.37,0.38,0.55,38,7,0.5,3
856,252732.74,6748,0.37,0.38,0.55,38,7,0.5,4
857,253249.84,6758,0.37,0.38,0.55,38,7,0.5,5
858,253743.25,6769,0.37,0.38,0.55,38,7,0.56,3
859,254236.63,6780,0.37,0.38,0.55,38,7,0.56,4
860,254776.96,6792,0.38,0.38,0.55,38,7,0.56,5
861,255283.31,6805,0.38,0.38,0.55,38,7,0.62,3
862,255786.03,6818,0.38,0.38,0.55,38,7,0.62,4
863,256328.6,6832,0.38,0.38,0.55,38,7,0.62,5
864,256799.3,6846,0.38,0.38,0.55,38,7,0.69,3
865,257299.57,6861,0.38,0.38,0.55,38,7,0.69,4
866,257797.94,6876,0.37,0.38,0.55,38,7,0.69,5
867,258281.14,6894,0.37,0.38,0.55,38,7,0.75,3
868,258796.69,6913,0.37,0.38,0.55,38,7,0.75,4
869,259311.09,6932,0.37,0.38,0.55,38,7,0.75,5
870,259823.13,6942,0.37,0.38,0.55,38,8,0.5,3
871,260336.75,6952,0.37,0.38,0.55,38,8,0.5,4
872,260851.52,6962,0.37,0.38,0.55,38,8,0.5,5
873,261346.48,6973,0.37,0.38,0.55,38,8,0.56,3
874,261843.88,6984,0.37,0.38,0.55,38,8,0.56,4
875,262384.73,6996,0.38,0.38,0.55,38,8,0.56,5
876,262892.35,7009,0.38,0.38,0.55,38,8,0.62,3
877,263438.18,7023,0.38,0.38,0.55,38,8,0.62,4
878,263988.32,7037,0.38,0.38,0.55,38,8,0.62,5
